136,"Coordinador de servicios de diseño"
137,"Coordinador en línea"
138,"Gestión de RR.PP."
139,"Gestión asociada de RR.PP."
140,"Coordinador de RR.PP."
141,"Coordinador sénior de operaciones"
142,"Coordinador sénior de investigación de mercado"
143,"Coordinador de investigación de mercado"
144,"MARKETING EUROPEO"
145,"Coordinador de marketing europeo"
146,"Coordinador del proyecto"
147,"Coordinador de marketing en línea"
148,"Director de marketing en línea"
149,"Coordinador de RR.PP, Norteamérica"
150,"Servicios creativos"
151,"RELACIONES INTERNAS"
152,"Coordinador de relaciones internas"
153,"CONTROL DE CALIDAD"
154,"Jefe del proyecto de control de calidad, EE.UU."
155,"Jefe asociado de control de calidad, EE.UU."
156,"Pruebas sénior de control de calidad"
157,"Pruebas sénior de control de calidad, EE. UU."
158,"Jefe de certificación de control de calidad, EE. UU."
159,"Ingeniero de software"
160,"Jefe del proyecto sénior de control de calidad, Europa"
161,"Supervisor certificación control de calidad, EE. UU."
162,"Supervisores del control de calidad"
163,"Coordinadores del control de calidad, EE. UU."
164,"Coordinador del control de calidad, Europa"
165,"Director del control de calidad"
166,"Supervisor de proyecto del control de calidad"
167,"Coordinador de operaciones técnicas"
168,"Técnico de masterizado"
169,"xxx"
170,"Desarrollo creativo"
171,"Productor de desarrollo creativo"
172,"Productor asociado de desarrollo creativo"
173,"Evaluador jefe del producto"
174,"Analista de juego"
175,"Director de desarrollo creativo"
176,"AGRADECIMIENTOS ESPECIALES"
177,"Disney Interactive Studios"
178,"Titulado de marca asociada"
179,"Coordinador de tráfico asociado"
180,"Jefes del proyecto del control de calidad, Europa"
181,"Pruebas sénior del control de calidad, localización"
182,"Pruebas del control de calidad, Europa"
183,"Pruebas del control de calidad de localización "
184,"El equipo de Club Penguin"
185,"Publicado por Disney Interactive Studios"
186,"{{X}}Q{{X}} 2010 Disney."
187,"Créditos"
188,"Cresta de punk roja"
189,"Gorra deportiva azul"
190,"Gorra con hélice verde"
191,"Casco de vikingo dorado"
192,"Pintura para la cara roja"
193,"Pintura para la cara azul"
194,"Pintura para la cara verde"
195,"Pintura para cara amarilla"
196,"Medalla de oro"
197,"Silbato plateado"
198,"Camiseta de hockey roja"
199,"Camiseta de hockey azul"
200,"Camiseta de hockey verde"
201,"Camiseta hockey amarilla"
202,"Traje de animadora rojo"
203,"Traje de animadora azul"
204,"Traje de animadora verde"
205,"Traje animadora amarillo"
206,"Camiseta de árbitro"
207,"Pompones blancos"
208,"Zapatillas rojas"
209,"Zapatillas azules"
210,"Zapatillas verdes"
211,"Zapatillas amarillas"
212,"Fondo rojo"
213,"Fondo azul"
214,"Fondo verde"
215,"Fondo amarillo"
216,"Azul"
217,"Verde"
218,"Rosa"
219,"Negro"
220,"Amarillo"
221,"Violeta oscuro"
222,"Marrón"
223,"Melocotón"
224,"Rojo"
225,"Naranja"
226,"Verde oscuro"
227,"Azul claro"
228,"Verde lima"
229,"Aguamarina"
